from,to,distance
8,37,69.66594483903988
8,38,79.61976290534606
8,39,89.61404770488964
8,40,47.310694398387255
8,41,46.78346612006947
8,42,50.98405147949465
8,43,57.458495140926985
8,44,67.0173621730386
8,45,76.88276620432465
8,46,86.08273081668753
8,47,94.48784604766607
8,48,58.41599241910488
8,49,61.20828117818159
8,50,64.30786956067259
8,51,71.76912768988483
8,52,78.75923712432308
8,53,86.96904330739441
8,54,94.60463488413208
8,55,100.45875919635158
8,56,70.54742244893784
8,57,70.68609049604679
8,58,72.21243985390963
8,59,80.60997271116246
8,60,87.47008215297477
8,61,92.58236743234431
8,62,99.35827653676854
8,63,105.27798263268228
8,64,67.54637841401332
8,65,62.365039328698806
8,66,55.6341824417117
8,67,51.3436231222443
8,68,48.006398406024225
8,69,46.348828144897574
8,70,48.61117038887805
8,71,51.4039410142812
8,72,81.4853793428405
8,73,86.61844804789078
8,74,86.67085364583714
8,75,83.07194857847499
8,76,87.4875092270029
8,77,80.70034303261062
8,78,90.99557267024242
8,79,94.03214345888289
8,80,92.89465367417169
8,81,87.7202659362008
8,82,78.08115243165372
8,83,69.6716007018338
8,84,93.39733756062834
8,85,93.10043512445097
8,86,92.1627511868619
8,87,92.41280409041717
8,88,94.74364458230245
8,89,91.215247881567
8,90,94.2369884787891
8,91,95.1240636767371
8,92,98.28015589474997
8,93,96.17620911452752
8,94,97.84674366550067
8,95,98.1905750032335
8,96,97.12075236185073
8,97,96.33221873098226
8,98,63.84082112958767
8,99,58.28971174015568
8,100,51.52308734416693
8,101,45.49723002570935
8,102,42.22908493187098
8,103,40.804283088011225
8,104,38.291332380637876
8,105,35.52391219655219
8,106,33.601696422279524
8,107,32.793042821941405
8,108,31.620681998015943
8,109,32.81808869811844
8,110,32.20700131853725
8,111,62.378868124150536
8,112,64.83986718827917
8,114,72.6275877065466
8,115,77.80526530867576
8,116,109.7638376289178
8,118,110.30838497178489
8,120,113.0410838455629
8,123,123.22202479406324
8,124,127.35843870616348
8,125,132.0414396254089
9,10,13.242168996284734
9,11,23.294853860792553
9,12,35.854900229392406
9,13,46.72679848789062
9,14,60.152906290579324
9,15,71.49787905942377
9,16,17.10119529024568
9,17,12.696057487902856
9,18,17.272447284908765
9,19,26.73387305755137
9,20,36.41747358607427
9,21,48.88822452954835
9,22,61.57189774369276
9,23,73.54639229539184
9,24,28.58348768279144
9,25,25.90662285549785
9,26,29.10667921608123
9,27,34.70263794746189
9,28,44.5440533302357
9,29,52.76236096554372
9,30,66.95349472331665
9,31,75.37459939764793
9,32,39.46004122410801
9,33,38.389479963756145
9,34,38.39066349162855
9,35,43.45991428714924
9,36,52.37958664288297
9,37,61.203026389128446
9,38,70.28663142442204
9,39,79.88122820560874
9,40,51.14836958191494
9,41,48.493705972316384
9,42,50.033518513718654
9,43,53.78063074613478
9,44,61.48020450119176
9,45,70.07612133874251
9,46,77.96562351434306
9,47,85.72578174749243
9,48,62.52838281033302
9,49,63.44472772836536
9,50,64.02312932848741
9,51,69.23683593526161
9,52,74.71172792327907
9,53,81.91388734533312
9,54,87.86205485976815
9,55,92.74071569114325
9,56,74.73961154288628
9,57,73.14096207375638
9,58,72.62685498790724
9,59,79.25271556524275
9,60,84.70466102421699
9,61,88.59509720439483
9,62,94.07535031020544
9,63,99.00722868162467
9,64,78.9642887745929
9,65,73.96226395559266
9,66,67.17838207953994
9,67,62.06274872600181
9,68,57.77353684090005
9,69,54.08260073627434
9,70,54.509498445878904
9,71,54.72552115444865
9,72,82.55593635477241
9,73,89.69008201979591
9,74,90.77642695627428
9,75,88.36731445022818
9,76,92.43529625297778
9,77,85.66905977087578
9,78,95.40012056662616
9,79,97.72844272378546
9,80,96.02407966459468
9,81,90.78993943547884
9,82,81.15263178347534
9,83,71.41835761556362
9,84,94.87994278507423
9,85,93.50640491460234
9,86,91.72453956374461
9,87,92.1433602535771
9,88,95.88198375090107
9,89,93.64853922099599
9,90,89.20672982675916
9,91,90.36090848937866
9,92,94.16898016342056
9,93,92.81059475774215
9,94,94.79650877896435
9,95,95.7475415266109
9,96,94.52513062888414
9,97,93.56194421252142
9,98,66.14380664147888
9,99,60.31289959922577
9,100,53.10659994920267
9,101,46.39803111316166
9,102,42.61331697277195
9,103,40.73451742681861
9,104,37.83225099617175
9,105,34.453547329656445
9,106,31.97360431859355
9,107,30.29171483031865
9,108,28.488599251752518
9,109,28.582795501935035
9,110,27.26173656230821
9,111,67.07044480610159
9,112,68.49735240256831
9,114,74.68603455169169
9,115,78.88581118730013
9,116,114.05470394548638
9,118,113.70124576620218
9,120,115.50711977730573
9,123,123.30496380481718
9,124,127.39439840774877
9,125,132.05569479688887
10,11,10.092832673604589
10,12,22.658164769126785
10,13,33.56123741083576
10,14,47.066183468212444
10,15,58.60530515293902
10,16,27.61976042097677
10,17,18.100161589169144
10,18,12.81863400257852
10,19,16.507601857502603
10,20,24.28079880009233
10,21,36.28556047258061
10,22,48.81629530295496
10,23,60.80456876431202
10,24,36.08210129512338
10,25,28.77979698015984
10,26,26.60999119295043
10,27,27.937851060098264
10,28,34.987105240268896
10,29,41.92265790718966
10,30,55.32526799130602
10,31,63.35179264045647
10,32,45.41425849173225
10,33,41.404618908874504
10,34,37.40516063224157
10,35,39.130671776392
10,36,44.902672879814496
10,37,52.285471452852754
10,38,60.12318203738004
10,39,69.13587558550896
10,40,56.25361497412
10,41,51.71301954862071
10,42,50.42515092460586
10,43,50.9231787096506
10,44,56.086796788284175
10,45,62.90095883472896
10,46,69.08995460047251
10,47,76.00832587528349
10,48,67.38705186949619
10,49,66.41315644222708
10,50,64.36889524841047
10,51,66.95522463574251
10,52,70.56928781853301
10,53,76.45668249344355
10,54,80.38801360277165
10,55,84.10917543630151
10,56,79.30322715136475
10,57,75.99743766463051
10,58,73.39278538132808
10,59,77.93785207416599
10,60,81.72194005567816
10,61,84.18526484396405
10,62,88.13404461599717
10,63,91.90945942909732
10,64,90.89329421275713
10,65,85.9498026494341
10,66,79.03122771067942
10,67,73.12253666618018
10,68,68.02490988793119
10,69,62.62186007265271
10,70,61.37178221907839
10,71,59.15165610652601
10,72,84.1173239292287
10,73,93.03389528267665
10,74,95.11014103053832
10,75,93.88348807451061
10,76,97.44880124120044
10,77,90.78587241046954
10,78,99.87987178130895
10,79,101.40302547824864
10,80,99.09111848308984
10,81,93.86606399614071
10,82,84.42601975428968
10,83,73.6045575137792
10,84,96.45717004942865
10,85,93.89179901589384
10,86,91.19164378999672
10,87,91.72918692847834
10,88,96.85944783289246
10,89,96.01654584034385
10,90,84.4728351279519
10,91,85.72428944916649
10,92,89.99796347844165
10,93,89.33141601146998
10,94,91.51381216081559
10,95,93.03248021367229
10,96,91.57957343903556
10,97,90.40734103080979
10,98,69.29782829124593
10,99,63.469567537595076
10,100,56.271577001977015
10,101,49.4167131452621
10,102,45.517154851702756
10,103,43.44321358180355
10,104,40.53409922301967
10,105,37.07580040937395
10,106,34.50873424770572
10,107,32.31823429513083
10,108,30.417082204278913
10,109,29.42480397291901
10,110,27.816773639820326
10,111,73.86165802829247
10,112,74.48233457392766
10,114,79.28926517572647
10,115,82.54363610992124
10,116,118.60740106083486
10,118,117.53302917627173
10,120,118.55845837871526
10,123,123.77857467291832
10,124,127.86102034213181
10,125,132.55343117120432
11,12,12.57556842414682
11,13,23.517461420366534
11,14,37.016842757510034
11,15,48.65534481605404
11,16,36.60026472034949
11,17,26.01070936046548
11,18,16.87741229116446
11,19,12.563805467337327
11,20,15.840619143792079
11,21,26.825144729979602
11,22,39.03609043802052
11,23,50.93721658779652
11,24,43.262562041083974
11,25,33.89019673079104
11,26,28.312553133924915
11,27,25.66486966055054
11,28,29.078316712296395
11,29,34.285633839773496
11,30,46.56575677213841
11,31,54.09064337521491
11,32,51.19676993629025
11,33,45.503187977542886
11,34,39.00300418273144
11,35,37.896842036554624
11,36,40.48183204793012
11,37,46.20039219054965
11,38,52.66901489948964
11,39,60.964903319629094
11,40,61.063631068367265
11,41,55.423892824216274
11,42,52.20824562146082
11,43,50.20706137691967
11,44,53.057148794845155
11,45,58.099442344290786
11,46,62.63953956352262
11,47,68.65706695322174
11,48,71.69170519106139
11,49,69.44465947235308
11,50,65.56853391235532
11,51,66.07970246616186
11,52,68.11233222298806
11,53,72.79605220009937
11,54,74.95879494622882
11,55,77.59316187349961
11,56,83.15409519325107
11,57,78.71593596014593
11,58,74.6616303478612
11,59,77.53892485532302
11,60,79.93495964695931
11,61,81.18024530045737
11,62,83.818162096798
11,63,86.5638641317169
11,64,99.71099351067761
11,65,94.83209888126933
11,66,87.88061514504587
11,67,81.51784689555438
11,68,75.95888435167946
11,69,69.55172182568796
11,70,67.21983539849691
11,71,63.40698446213478
11,72,85.50260263697835
11,73,95.6277112501321
11,74,98.41564366244582
11,75,98.08224933893693
11,76,101.2916528249584
11,77,94.82126564668413
11,78,103.2667986275998
11,79,104.20526945116117
11,80,101.51817271875473
11,81,96.40444476818557
11,82,87.27549006106122
11,83,75.89734322710302
11,84,97.69721124832718
11,85,94.2922109660311
11,86,90.96138394001409
11,87,91.63339491537825
11,88,97.7912897393018
11,89,97.99962315111546
11,90,81.0291879836815
11,91,82.30134843976195
11,92,86.8640191212287
11,93,86.7563388919909
11,94,89.08260473342143
11,95,91.05471128103366
11,96,89.50262279293315
11,97,88.2396604216622
11,98,72.15901154576254
11,99,66.46452561400297
11,100,59.477031070749874
11,101,52.776910698302004
11,102,48.98357949190071
11,103,46.893684472764654
11,104,44.162512681438095
11,105,40.908533390660985
11,106,38.514201885333854
11,107,36.221986828788694
11,108,34.52753323832046
11,109,32.99723705958369
11,110,31.51366500348096
11,111,79.42994636518186
11,112,79.56733951122686
11,114,83.4900992234227
11,115,86.09745919976498
11,116,121.8424835835877
11,118,120.2656956710311
11,120,120.74131155574192
11,123,123.98121376932536
11,124,128.0509242625932
11,125,132.7634344401208
12,13,10.99646982606995
12,14,24.522066228760945
12,15,36.37089282457062
12,16,48.617248661227904
12,17,37.624355694490355
12,18,27.182011122797633
12,19,17.857587353207304
12,20,11.424574585295352
12,21,16.675184124865897
12,22,27.502703663624498
12,23,39.0305988960529
12,24,53.91685239102124
12,25,43.268916376646146
12,26,35.258371169700865
12,27,28.82657019444744
12,28,26.42995559821004
12,29,27.82114484631539
12,30,37.16509703008993
12,31,43.48860085993795
12,32,60.49296700685355
12,33,53.45352020520018
12,34,44.881326233015805
12,35,40.74378765725008
12,36,38.882655782122704
12,37,41.629209195230345
12,38,45.49814397630872
12,39,52.29230715255969
12,40,69.21225485969535
12,41,62.64369966704649
12,42,57.5590844889396
12,43,52.82933334572255
12,44,52.59949578149759
12,45,54.930134401457636
12,46,56.80643620718068
12,47,61.211108329574834
12,48,79.10562958953199
12,49,75.58308301890465
12,50,69.80094456656498
12,51,67.85355452633651
12,52,67.82049536582674
12,53,70.76177893997736
12,54,70.3624335327897
12,55,71.29328560681657
12,56,89.89663097801206
12,57,84.32004229936994
12,58,78.73473423695542
12,59,79.58096785316218
12,60,80.19198849585034
12,61,79.81295131245798
12,62,80.61146446623965
12,63,81.83489608693327
12,64,111.13767267442887
12,65,106.38094705044357
12,66,99.46910290755544
12,67,92.75836032274388
12,68,86.82735186619374
12,69,79.57159732420023
12,70,76.25439240918458
12,71,70.95220667399661
12,72,89.22182569286718
12,73,100.64483819872589
12,74,104.22098737402872
12,75,104.90619210921867
12,76,107.74574917858301
12,77,101.5853350789626
12,78,109.15361871473233
12,79,109.45266727924025
12,80,106.4100686362416
12,81,101.51021419696497
12,82,92.87178412682141
12,83,81.09112540937346
12,84,101.13565696757229
12,85,96.8336678347011
12,86,92.83320627941288
12,87,93.70049109170077
12,88,101.01965484502882
12,89,102.4500021834458
12,90,78.53333138246892
12,91,79.89974731225489
12,92,84.86626952475707
12,93,85.58758755557889
12,94,88.12777291241437
12,95,90.70255512304264
12,96,89.11685289175313
12,97,87.79804705545307
12,98,77.88227062479898
12,99,72.4361942909275
12,100,65.81641975149566
12,101,59.44876402470036
12,102,55.86737946912666
12,103,53.81510525807118
12,104,51.350624800773744
12,105,48.40845136632478
12,106,46.26246209246596
12,107,43.97012633440546
12,108,42.497601270465125
12,109,40.538252123239275
12,110,39.20743227369577
12,111,87.42460027736773
12,112,86.98160187768845
12,114,89.77413045498471
12,115,91.56967896301961
12,116,127.17785087448301
12,118,124.95046616528997
12,120,124.69728913982243
12,123,125.51401008291495
12,124,129.49615509532367
12,125,134.1535032380562
13,14,13.710888599294487
13,15,25.767942691661325
13,16,59.46937179378476
13,17,48.4162326711687
13,18,37.70764290060815
13,19,27.384041913613334
13,20,17.731307232873498
13,21,13.64924104834568
13,22,19.491982309801628
13,23,29.56368697651822
13,24,64.19127654282582
13,25,53.06504030282008
13,26,44.095985081742015
13,27,36.054992663408456
13,28,29.89981900188952
13,29,27.348489373867924
13,30,31.914505104497575
13,31,36.043041896408866
13,32,69.93443574474132
13,33,62.237372672813116
13,34,52.716333272206235
13,35,46.85073430401422
13,36,41.80007290749923
13,37,41.620451898259695
13,38,42.46512217075939
13,39,47.0602509340765
13,40,77.81867000731567
13,41,70.79003966375362
13,42,64.6419994114048
13,43,58.212003370692344
13,44,55.636369127560585
13,45,55.48570643286335
13,46,54.65944691949192
13,47,57.0663264326015
13,48,87.05102586344061
13,49,82.76050515568839
13,50,75.78387343899085
13,51,72.07354156608264
13,52,70.38950693838724
13,53,71.75875980155665
13,54,68.982670198874
13,55,68.08008965259317
13,56,97.23478215194608
13,57,90.97364311411096
13,58,84.4134725124541
13,59,83.72117059808004
13,60,82.87324419573457
13,61,81.07327194121613
13,62,80.20189476272597
13,63,79.90178497830846
13,64,121.10323684709282
13,65,116.54808019190831
13,66,109.80628857661583
13,67,103.0148991242694
13,68,96.92793595380819
13,69,89.24673221034605
13,70,85.3421539587693
13,71,79.14144407481729
13,72,93.65782578385958
13,73,106.10816381847054
13,74,110.30970884906846
13,75,111.8354120247038
13,76,114.53127550111809
13,77,108.74192346476885
13,78,115.3814900725703
13,79,115.27375745893706
13,80,112.11437638676924
13,81,107.50801521286041
13,82,99.3787067255567
13,83,87.51596542442267
13,84,105.39454686723155
13,85,100.56650214118056
13,86,96.1977646102593
13,87,97.34905506945499
13,88,105.58124694471593
13,89,107.93678740875332
13,90,77.39484244827399
13,91,78.9993697609143
13,92,84.45611664747297
13,93,86.1013765390981
13,94,88.95847833317487
13,95,92.149349841657
13,96,90.76897472863688
13,97,89.56389524039679
13,98,84.18962886105226
13,99,78.94252491941727
13,100,72.6020427112853
13,101,66.50043068173416
13,102,63.06823938797998
13,103,61.02848098101539
13,104,58.75077357322714
13,105,56.019395010379
13,106,54.030315968128605
13,107,51.74433587654648
13,108,50.364342096660444
13,109,48.133942652684674
13,110,46.87418150148823
13,111,94.43332209294424
13,112,93.45764143828868
13,114,95.19462086934719
13,115,96.26051428721621
13,116,132.34865457836477
13,118,129.44556549302004
13,120,128.44769526350217
13,123,127.2069727369432
13,124,131.02046015773263
13,125,135.5272008439306
14,15,12.305022118294412
14,16,72.33067991696726
14,17,61.21460124694128
14,18,50.2467323564888
14,19,39.267755990242165
14,20,28.45395291496629
14,21,18.366288308138763
14,22,12.977939593314957
14,23,17.650132954369084
14,24,76.050852663844
14,25,64.42090025374108
14,26,54.567672399571286
14,27,45.30002456557889
14,28,36.15672949849392
14,29,29.843242923197394
14,30,27.030039108541775
14,31,27.02033295984197
14,32,80.5705604606064
14,33,72.15576894346006
14,34,61.77795937989049
14,35,54.256876388694764
14,36,46.08073022173822
14,37,42.495558248253175
14,38,39.37206863002076
14,39,40.459421970201284
14,40,87.26159947019532
14,41,79.7612772024883
14,42,72.4712384966766
14,43,64.28818284131114
14,44,59.12125874042467
14,45,55.98963686689966
14,46,51.793307488320764
14,47,51.367472621681166
14,48,95.52740536011396
14,49,90.31762174988891
14,50,82.0082550354315
14,51,76.27479048391358
14,52,72.65419022636733
14,53,72.05862708597662
14,54,66.40961027830492
14,55,63.14523259869882
14,56,104.8116796048728
14,57,97.74697850573061
14,58,90.08305010731958
14,59,87.51886457599129
14,60,84.89649576999786
14,61,81.37306324447184
14,62,78.44640295348405
14,63,76.22516764512278
14,64,132.75551629048442
14,65,128.34395347199145
14,66,121.71106688842077
14,67,114.67541277596726
14,68,108.3268545051458
14,69,100.03142499622373
14,70,95.33810661473419
14,71,88.03096192653761
14,72,98.09024732428801
14,73,111.49871042144441
14,74,116.40180302173508
14,75,118.93022785426223
14,76,121.29840647531304
14,77,115.99650093390788
14,78,121.49969240674757
14,79,120.80533350738308
14,80,117.45849663478481
14,81,113.25026981438475
14,82,105.8571821707527
14,83,94.05437534408267
14,84,109.22780141267337
14,85,103.68716638502647
14,86,98.85159070256596
14,87,100.28202314670327
14,88,109.5205019133397
14,89,113.02180214016501
14,90,76.0152731272048
14,91,77.55896011715461
14,92,83.17401576837413
14,93,85.70392436074101
14,94,88.73555160382874
14,95,92.53410839508363
14,96,91.3403893370646
14,97,90.27688859918374
14,98,90.90952527948322
14,99,86.0664814039698
14,100,80.30013338362481
14,101,74.7652127462316
14,102,71.69414281735494
14,103,69.81348302035528
14,104,67.89468859154917
14,105,65.59804939000963
14,106,63.9558151180779
14,107,61.868395187414194
14,108,60.84598082086925
14,109,58.59114492605031
14,110,57.6840630433297
14,111,103.46406182620862
14,112,102.14454068604292
14,114,103.13352406614378
14,115,103.58949735334772
14,116,137.5506564430179
14,118,134.0845255339417
14,120,132.44180308307406
14,123,128.6798161533366
14,124,132.37848350132603
14,125,136.81148795356467
15,16,83.31566101757758
15,17,72.33048022782238
15,18,61.38597246627249
15,19,50.342964731053215
15,20,39.46724497501318
15,21,28.368069595396886
15,22,17.94078318607838
15,23,11.841011191677135
15,24,86.40139041981071
15,25,74.60018220728537
15,26,64.40795861931905
15,27,54.76558322414791
15,28,44.52087838150548
15,29,36.64580213718829
15,30,28.44146581541222
15,31,23.30650327652758
15,32,89.89321743175452
15,33,81.11628125387959
15,34,70.48084454468582
15,35,62.137417418983105
15,36,52.36415157408467
15,37,46.57865752173724
15,38,40.46101147640288
15,39,37.646863508537415
15,40,95.52545697842122
15,41,87.85681795525089
15,42,79.98234616647734
15,43,70.88875862582591
15,44,64.10592282159851
15,45,58.79122816123691
15,46,51.94641903301662
15,47,48.52170744916387
15,48,102.80249851340662
15,49,97.07582638656237
15,50,88.02288157161001
15,51,80.97900156475512
15,52,75.99746129201675
15,53,73.86137275921969
15,54,65.9554911838457
15,55,60.36975019835664
15,56,111.196761649077
15,57,103.72123660052674
15,58,95.4583562768089
15,59,91.55032933122212
15,60,87.56207294033328
15,61,82.59334456049378
15,62,77.99246005264092
15,63,73.97305359900346
15,64,141.76892179441947
15,65,137.63237296877793
15,66,131.2995827720652
15,67,124.262659950019
15,68,117.81953886939803
15,69,109.19342921918569
15,70,103.92113133905542
15,71,95.84724790895936
15,72,100.89922659144543
15,73,115.1506911722152
15,74,120.68327179270085
15,75,124.17172443482708
15,76,126.48299102091667
